Geography,County,state,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
"Jefferson County, Ohio",Jefferson County, Ohio,88700,1989
"Knox County, Ohio",Knox County, Ohio,138900,4443
"Lake County, Ohio",Lake County, Ohio,150100,1741
"Lawrence County, Ohio",Lawrence County, Ohio,101500,5440
"Licking County, Ohio",Licking County, Ohio,157800,2202
"Logan County, Ohio",Logan County, Ohio,127200,5411
"Lorain County, Ohio",Lorain County, Ohio,140300,1987
"Lucas County, Ohio",Lucas County, Ohio,109000,1617
"Madison County, Ohio",Madison County, Ohio,156700,4671
"Mahoning County, Ohio",Mahoning County, Ohio,99300,1614
"Marion County, Ohio",Marion County, Ohio,93700,4018
"Medina County, Ohio",Medina County, Ohio,185800,2107
"Meigs County, Ohio",Meigs County, Ohio,87400,5751
"Mercer County, Ohio",Mercer County, Ohio,137900,5045
"Miami County, Ohio",Miami County, Ohio,138900,3609
"Monroe County, Ohio",Monroe County, Ohio,97400,5052
"Montgomery County, Ohio",Montgomery County, Ohio,112100,1366
"Morgan County, Ohio",Morgan County, Ohio,90500,5651
"Morrow County, Ohio",Morrow County, Ohio,139400,7966
"Muskingum County, Ohio",Muskingum County, Ohio,112500,3210
"Noble County, Ohio",Noble County, Ohio,91300,9025
"Ottawa County, Ohio",Ottawa County, Ohio,145400,5167
"Paulding County, Ohio",Paulding County, Ohio,92500,3680
"Perry County, Ohio",Perry County, Ohio,102500,6491
"Pickaway County, Ohio",Pickaway County, Ohio,152000,4705
"Pike County, Ohio",Pike County, Ohio,100100,7905
"Portage County, Ohio",Portage County, Ohio,152000,3120
"Preble County, Ohio",Preble County, Ohio,116900,3853
"Putnam County, Ohio",Putnam County, Ohio,147200,4798
"Richland County, Ohio",Richland County, Ohio,103700,2656
"Ross County, Ohio",Ross County, Ohio,114600,3398
"Sandusky County, Ohio",Sandusky County, Ohio,111900,3412
"Scioto County, Ohio",Scioto County, Ohio,93000,3753
"Seneca County, Ohio",Seneca County, Ohio,98600,2763
"Shelby County, Ohio",Shelby County, Ohio,137800,4157
"Stark County, Ohio",Stark County, Ohio,127100,1575
"Summit County, Ohio",Summit County, Ohio,137000,1614
"Trumbull County, Ohio",Trumbull County, Ohio,101600,1779
"Tuscarawas County, Ohio",Tuscarawas County, Ohio,117100,2790
"Union County, Ohio",Union County, Ohio,186000,5601
"Van Wert County, Ohio",Van Wert County, Ohio,99000,4559
"Vinton County, Ohio",Vinton County, Ohio,85700,7146
"Warren County, Ohio",Warren County, Ohio,200100,3955
"Washington County, Ohio",Washington County, Ohio,119400,5264
"Wayne County, Ohio",Wayne County, Ohio,140100,1829
"Williams County, Ohio",Williams County, Ohio,94200,2961
"Wood County, Ohio",Wood County, Ohio,154700,2328
"Wyandot County, Ohio",Wyandot County, Ohio,110600,4480
"Adair County, Oklahoma",Adair County, Oklahoma,81200,2181
"Alfalfa County, Oklahoma",Alfalfa County, Oklahoma,74500,5642
"Atoka County, Oklahoma",Atoka County, Oklahoma,98400,7824
"Beaver County, Oklahoma",Beaver County, Oklahoma,106500,5583
"Beckham County, Oklahoma",Beckham County, Oklahoma,117100,7752
"Blaine County, Oklahoma",Blaine County, Oklahoma,83800,5731
"Bryan County, Oklahoma",Bryan County, Oklahoma,98900,4136
"Caddo County, Oklahoma",Caddo County, Oklahoma,81900,2344
"Canadian County, Oklahoma",Canadian County, Oklahoma,155400,2262
"Carter County, Oklahoma",Carter County, Oklahoma,109000,4263
"Cherokee County, Oklahoma",Cherokee County, Oklahoma,111300,3729
"Choctaw County, Oklahoma",Choctaw County, Oklahoma,88800,6988
"Cimarron County, Oklahoma",Cimarron County, Oklahoma,57400,5923
"Cleveland County, Oklahoma",Cleveland County, Oklahoma,155500,2184
"Coal County, Oklahoma",Coal County, Oklahoma,87800,18102
"Comanche County, Oklahoma",Comanche County, Oklahoma,125600,4277
"Cotton County, Oklahoma",Cotton County, Oklahoma,77600,4933
"Craig County, Oklahoma",Craig County, Oklahoma,96100,6500
"Creek County, Oklahoma",Creek County, Oklahoma,112100,2690
"Custer County, Oklahoma",Custer County, Oklahoma,127600,7566
"Delaware County, Oklahoma",Delaware County, Oklahoma,110000,6125
"Dewey County, Oklahoma",Dewey County, Oklahoma,86700,4656
"Ellis County, Oklahoma",Ellis County, Oklahoma,83700,7548
"Garfield County, Oklahoma",Garfield County, Oklahoma,104000,5096
"Garvin County, Oklahoma",Garvin County, Oklahoma,93400,5210
"Grady County, Oklahoma",Grady County, Oklahoma,117200,4942
"Grant County, Oklahoma",Grant County, Oklahoma,76400,5197
"Greer County, Oklahoma",Greer County, Oklahoma,65800,11270
"Harmon County, Oklahoma",Harmon County, Oklahoma,49700,8204
"Harper County, Oklahoma",Harper County, Oklahoma,76300,6145
"Haskell County, Oklahoma",Haskell County, Oklahoma,87500,2903
"Hughes County, Oklahoma",Hughes County, Oklahoma,69400,4353
"Jackson County, Oklahoma",Jackson County, Oklahoma,97800,9327
"Jefferson County, Oklahoma",Jefferson County, Oklahoma,59700,3640
"Johnston County, Oklahoma",Johnston County, Oklahoma,79500,5003
"Kay County, Oklahoma",Kay County, Oklahoma,84100,2468
"Kingfisher County, Oklahoma",Kingfisher County, Oklahoma,136200,10827
"Kiowa County, Oklahoma",Kiowa County, Oklahoma,62500,4722
"Latimer County, Oklahoma",Latimer County, Oklahoma,81100,4428
"Le Flore County, Oklahoma",Le Flore County, Oklahoma,87200,2283
"Lincoln County, Oklahoma",Lincoln County, Oklahoma,103400,5029
"Logan County, Oklahoma",Logan County, Oklahoma,153100,6724
"Love County, Oklahoma",Love County, Oklahoma,94600,7160
"McClain County, Oklahoma",McClain County, Oklahoma,166400,4285
"McCurtain County, Oklahoma",McCurtain County, Oklahoma,78000,2646
"McIntosh County, Oklahoma",McIntosh County, Oklahoma,95300,9574
"Major County, Oklahoma",Major County, Oklahoma,94000,9143
"Marshall County, Oklahoma",Marshall County, Oklahoma,86600,2917
"Mayes County, Oklahoma",Mayes County, Oklahoma,106700,5093
"Murray County, Oklahoma",Murray County, Oklahoma,107100,9076
"Muskogee County, Oklahoma",Muskogee County, Oklahoma,97700,3235
"Noble County, Oklahoma",Noble County, Oklahoma,94800,6148
"Nowata County, Oklahoma",Nowata County, Oklahoma,81600,5202
"Okfuskee County, Oklahoma",Okfuskee County, Oklahoma,79100,4254
"Oklahoma County, Oklahoma",Oklahoma County, Oklahoma,142700,1472
"Okmulgee County, Oklahoma",Okmulgee County, Oklahoma,80300,2490
"Osage County, Oklahoma",Osage County, Oklahoma,110100,3830
"Ottawa County, Oklahoma",Ottawa County, Oklahoma,84300,2160
"Pawnee County, Oklahoma",Pawnee County, Oklahoma,87500,2469
"Payne County, Oklahoma",Payne County, Oklahoma,147400,5725
"Pittsburg County, Oklahoma",Pittsburg County, Oklahoma,98400,3053
"Pontotoc County, Oklahoma",Pontotoc County, Oklahoma,120300,6040
"Pottawatomie County, Oklahoma",Pottawatomie County, Oklahoma,108400,3217
"Pushmataha County, Oklahoma",Pushmataha County, Oklahoma,73400,4219
"Roger Mills County, Oklahoma",Roger Mills County, Oklahoma,106100,10563
"Rogers County, Oklahoma",Rogers County, Oklahoma,150900,2246
"Seminole County, Oklahoma",Seminole County, Oklahoma,71200,3242
"Sequoyah County, Oklahoma",Sequoyah County, Oklahoma,92500,4104
"Stephens County, Oklahoma",Stephens County, Oklahoma,104000,5007
"Texas County, Oklahoma",Texas County, Oklahoma,109300,12960
"Tillman County, Oklahoma",Tillman County, Oklahoma,54100,4396
"Tulsa County, Oklahoma",Tulsa County, Oklahoma,145800,1133
"Wagoner County, Oklahoma",Wagoner County, Oklahoma,150400,2267
"Washington County, Oklahoma",Washington County, Oklahoma,112600,3690
"Washita County, Oklahoma",Washita County, Oklahoma,80200,4524
"Woods County, Oklahoma",Woods County, Oklahoma,93100,5403
"Woodward County, Oklahoma",Woodward County, Oklahoma,123000,8842
"Baker County, Oregon",Baker County, Oregon,145600,9213
"Benton County, Oregon",Benton County, Oregon,288700,6026
"Clackamas County, Oregon",Clackamas County, Oregon,341600,3203
"Clatsop County, Oregon",Clatsop County, Oregon,253900,7617
"Columbia County, Oregon",Columbia County, Oregon,223300,6580
"Coos County, Oregon",Coos County, Oregon,177300,7003
"Crook County, Oregon",Crook County, Oregon,187200,12467
"Curry County, Oregon",Curry County, Oregon,221300,13020
"Deschutes County, Oregon",Deschutes County, Oregon,298200,7234
"Douglas County, Oregon",Douglas County, Oregon,174200,4359
"Gilliam County, Oregon",Gilliam County, Oregon,110900,7979
"Grant County, Oregon",Grant County, Oregon,155400,18939
"Harney County, Oregon",Harney County, Oregon,111900,8004
"Hood River County, Oregon",Hood River County, Oregon,339400,12702
"Jackson County, Oregon",Jackson County, Oregon,240900,4641
"Jefferson County, Oregon",Jefferson County, Oregon,178300,12466
"Josephine County, Oregon",Josephine County, Oregon,235600,6555
"Klamath County, Oregon",Klamath County, Oregon,156900,5674
"Lake County, Oregon",Lake County, Oregon,123100,15535
"Lane County, Oregon",Lane County, Oregon,232800,2334
"Lincoln County, Oregon",Lincoln County, Oregon,227700,8780
"Linn County, Oregon",Linn County, Oregon,184900,4443
"Malheur County, Oregon",Malheur County, Oregon,127700,10577
"Marion County, Oregon",Marion County, Oregon,205600,2854
"Morrow County, Oregon",Morrow County, Oregon,131600,8690
"Multnomah County, Oregon",Multnomah County, Oregon,330900,2803
"Polk County, Oregon",Polk County, Oregon,224700,4380
"Sherman County, Oregon",Sherman County, Oregon,144000,28208
"Tillamook County, Oregon",Tillamook County, Oregon,233500,10515
"Umatilla County, Oregon",Umatilla County, Oregon,147900,4462
"Union County, Oregon",Union County, Oregon,172100,6855
"Wallowa County, Oregon",Wallowa County, Oregon,217600,16824
"Wasco County, Oregon",Wasco County, Oregon,191400,8498
"Washington County, Oregon",Washington County, Oregon,331700,2660
"Wheeler County, Oregon",Wheeler County, Oregon,138300,38503
"Yamhill County, Oregon",Yamhill County, Oregon,254000,6695
"Adams County, Pennsylvania",Adams County, Pennsylvania,197400,3490
"Allegheny County, Pennsylvania",Allegheny County, Pennsylvania,140600,988
"Armstrong County, Pennsylvania",Armstrong County, Pennsylvania,98600,2466
"Beaver County, Pennsylvania",Beaver County, Pennsylvania,129200,2660
"Bedford County, Pennsylvania",Bedford County, Pennsylvania,126800,4604
"Berks County, Pennsylvania",Berks County, Pennsylvania,170900,1669
"Blair County, Pennsylvania",Blair County, Pennsylvania,117300,2559
"Bradford County, Pennsylvania",Bradford County, Pennsylvania,145600,4319
"Bucks County, Pennsylvania",Bucks County, Pennsylvania,315700,2536
"Butler County, Pennsylvania",Butler County, Pennsylvania,190000,2689
"Cambria County, Pennsylvania",Cambria County, Pennsylvania,88900,1438
"Cameron County, Pennsylvania",Cameron County, Pennsylvania,73800,6778
"Carbon County, Pennsylvania",Carbon County, Pennsylvania,141200,5842
"Centre County, Pennsylvania",Centre County, Pennsylvania,212300,3710
"Chester County, Pennsylvania",Chester County, Pennsylvania,338200,2458
"Clarion County, Pennsylvania",Clarion County, Pennsylvania,109900,3023
"Clearfield County, Pennsylvania",Clearfield County, Pennsylvania,90300,2319
"Clinton County, Pennsylvania",Clinton County, Pennsylvania,124700,3484
"Columbia County, Pennsylvania",Columbia County, Pennsylvania,143300,3928
"Crawford County, Pennsylvania",Crawford County, Pennsylvania,108200,2250
"Cumberland County, Pennsylvania",Cumberland County, Pennsylvania,194100,2440
"Dauphin County, Pennsylvania",Dauphin County, Pennsylvania,163300,1715
"Delaware County, Pennsylvania",Delaware County, Pennsylvania,235200,2437
"Elk County, Pennsylvania",Elk County, Pennsylvania,97100,3712
"Erie County, Pennsylvania",Erie County, Pennsylvania,124100,1870
"Fayette County, Pennsylvania",Fayette County, Pennsylvania,94600,2340
"Forest County, Pennsylvania",Forest County, Pennsylvania,91000,8116
"Franklin County, Pennsylvania",Franklin County, Pennsylvania,175800,3256
"Fulton County, Pennsylvania",Fulton County, Pennsylvania,156000,4941
"Greene County, Pennsylvania",Greene County, Pennsylvania,108600,5082
"Huntingdon County, Pennsylvania",Huntingdon County, Pennsylvania,121900,2574
"Indiana County, Pennsylvania",Indiana County, Pennsylvania,111200,2856
"Jefferson County, Pennsylvania",Jefferson County, Pennsylvania,96700,2406
"Juniata County, Pennsylvania",Juniata County, Pennsylvania,143600,4929
"Lackawanna County, Pennsylvania",Lackawanna County, Pennsylvania,149100,2667
"Lancaster County, Pennsylvania",Lancaster County, Pennsylvania,193200,1574
"Lawrence County, Pennsylvania",Lawrence County, Pennsylvania,102300,2933
"Lebanon County, Pennsylvania",Lebanon County, Pennsylvania,166600,2077
"Lehigh County, Pennsylvania",Lehigh County, Pennsylvania,196000,2191
"Luzerne County, Pennsylvania",Luzerne County, Pennsylvania,124100,1856
"Lycoming County, Pennsylvania",Lycoming County, Pennsylvania,147400,3322
"McKean County, Pennsylvania",McKean County, Pennsylvania,77100,2247
"Mercer County, Pennsylvania",Mercer County, Pennsylvania,114100,2803
"Mifflin County, Pennsylvania",Mifflin County, Pennsylvania,103700,5696
"Monroe County, Pennsylvania",Monroe County, Pennsylvania,167200,2808
"Montgomery County, Pennsylvania",Montgomery County, Pennsylvania,299300,1440
"Montour County, Pennsylvania",Montour County, Pennsylvania,173800,6400
"Northampton County, Pennsylvania",Northampton County, Pennsylvania,209800,2642
"Northumberland County, Pennsylvania",Northumberland County, Pennsylvania,112300,3473
"Perry County, Pennsylvania",Perry County, Pennsylvania,164000,2731
"Philadelphia County, Pennsylvania",Philadelphia County, Pennsylvania,151500,1266
"Pike County, Pennsylvania",Pike County, Pennsylvania,183400,7262
"Potter County, Pennsylvania",Potter County, Pennsylvania,103700,5169
"Schuylkill County, Pennsylvania",Schuylkill County, Pennsylvania,96200,2113
"Snyder County, Pennsylvania",Snyder County, Pennsylvania,154800,4590
"Somerset County, Pennsylvania",Somerset County, Pennsylvania,103100,2945
